training error,validation error,lambda,dropout prob
0.94525,0.903041666667,0.00011543788921048506,0.30262835459322635
0.940500000477,0.880854166667,0.00011793740599569737,0.3746494218192602
0.943583333333,0.92475,0.09572716123875052,0.151023812944607
0.930666667144,0.903916666667,0.6357824765872638,0.18191722001284516
0.914416667144,0.82625,2.6555423687664876,0.4038540815966507
0.937583333651,0.8810625,0.024614492061400546,0.368951743292143
0.924333333492,0.806791666667,0.0023828668853437375,0.543832944771831
0.929583333174,0.8424375,0.022777650050211193,0.48464488150648033
0.909666666826,0.7694375,0.48558418164921746,0.570985343346751
0.857083333651,0.653625,2.3082295116967826,0.6576997582487842
0.942500000477,0.893,1.0374074234925023e-05,0.3312216899163504
0.918583332856,0.7465625,0.0007040714951231389,0.6139589914606751
0.925333332856,0.856229166667,0.24069803189503744,0.4239766964802928
0.951499999682,0.910354166667,0.00037818167691735323,0.26088933771163275
0.936083333015,0.8868125,0.06986886540877403,0.33896544486599733
0.945333333492,0.900666666667,0.0002444628573192719,0.2999713619651509
0.924166666985,0.855375,0.6609460305417952,0.3860763517786643
0.0995,0.0985208333333,4.7127851353617254e-05,0.7476699081750192
0.882999999523,0.791625,9.867568419145442,0.4082553537056619
0.946666667144,0.9023125,0.0025306051407786682,0.30293902581983884
0.908833333333,0.911770833333,3.664269574047628,0.01149254826858277
0.940416666349,0.885958333333,8.81690371739469e-05,0.3567930629527523
0.934,0.896833333333,0.33242387540799884,0.2508376272397264
0.914333333492,0.8001875,0.37108974900566105,0.5227406208891839
0.89508333381,0.713458333333,2.890722288824149,0.5850599322053943
0.851666666349,0.70675,31.781311113186135,0.45104354136774605
0.948166666667,0.907291666667,0.002550778163119787,0.274692878551787
0.943666667144,0.919708333333,0.116576570229319,0.15801804734158395
0.0995,0.0985208333333,7.4799257403926775,0.7191007564959895
0.916416666985,0.762458333333,0.0005112465053362853,0.5974110386676242
0.753333333333,0.664145833333,54.88255617482281,0.47971347563757166
0.0995,0.0985208333333,89.7353416790924,0.14211145882502382
0.925499999841,0.888895833333,0.6361573686402112,0.25209027469494594
0.892916666985,0.766104166667,8.15461321021775,0.46750677449295425
0.936416667144,0.872645833333,0.0001346713769624336,0.39643947564730553
0.941833333492,0.913020833333,0.12398996014181198,0.206048922921888
0.956999999841,0.939041666667,0.017114744438355273,0.12011511206351946
0.878749999682,0.632583333333,2.0638880031539837,0.6663981836240171
0.682833333015,0.458458333333,61.680966527322454,0.6759158155402749
0.872916666667,0.594270833333,0.0978677213399252,0.7250352401572361
0.958999999682,0.946083333333,0.0003614186669417801,0.10144267487072103
0.930333333015,0.833833333333,3.5549607275694474e-05,0.491737333384003
0.928916666667,0.831270833333,0.0009565376152047275,0.5050565543738114
0.961416667144,0.969395833333,0.0005697353553285685,0.008578199083484872
0.907166666826,0.694395833333,0.001357732919016886,0.663458028741787
0.812166666667,0.6631875,65.08236627792279,0.4449210822156937
0.907583333015,0.778833333333,0.7793330227832923,0.5360130624343639
0.923999999682,0.803833333333,0.010617985023335984,0.5532480255982544
0.0995,0.0985208333333,0.17329679169300838,0.789268397019347
0.904583333651,0.853958333333,5.461747810403651,0.27536382552445693
0.888166667144,0.605875,8.909609130114113e-05,0.7197069293290896
0.947500000477,0.9015,0.00010313253583595883,0.2998976650177775
0.941000000477,0.899604166667,0.06034816955542241,0.28523562738089314
0.948250000318,0.920708333333,0.08334944200368342,0.17963489265066335
0.925166666349,0.7988125,0.00022140520430885042,0.5534127811952063
0.85808333381,0.811354166667,13.17071775093198,0.32903196208319696
0.934583333015,0.873770833333,0.09848931463613146,0.3787889615868074
0.888499999523,0.576895833333,0.005070056967009706,0.740676396725897
0.92591666619,0.8306875,0.0076758782757667685,0.5092224633437951
0.913916666508,0.734604166667,0.0007290883953997422,0.62953279393763
0.937916666349,0.876791666667,0.0017813864013415108,0.3888755277533946
0.782416666985,0.433166666667,0.4412635241431536,0.797162960288008
0.674750000159,0.4549375,34.583210158344976,0.710549994670192
0.956416666826,0.9360625,2.0972763156049756e-05,0.14358096589601008
0.905500000159,0.848458333333,4.7433658760793,0.3070801489107428
0.89433333381,0.7326875,0.7512280409590744,0.5968737872224918
0.908583333651,0.9006875,9.421846818413282,0.009213251535641032
0.913916667144,0.747333333333,0.025138772109980757,0.6174308192464718
0.930416666826,0.8683125,0.04875529705879419,0.41032230290837113
0.923583333492,0.847229166667,0.10424783163864182,0.4617184554036077
0.949750000159,0.919208333333,0.010400278570906309,0.22408059141736364
