training error,validation error,lambda,dropout prob
0.959916666508,0.924229166667,8.93279970132968e-05,0.44227109803568265
0.921166666667,0.911895833333,2.7529662958789816,0.21433257921925275
0.96783333381,0.9671875,0.010994296975540411,0.12028856406165485
0.936750000318,0.897895833333,0.6691801686095332,0.497773495505418
0.952916666508,0.936270833333,0.058209478730443256,0.34152631549649554
0.822916666667,0.67575,7.272554580113196,0.7929440394073063
0.960916666349,0.9361875,0.007800751688023211,0.39536190260643056
0.0995,0.0985208333333,0.002810489345688541,0.46212445065135804
0.970750000159,0.96625,1.557787929581957e-05,0.1601187608835809
0.939416666985,0.8758125,3.101382130960068e-05,0.6321119920950339
0.964166666508,0.936208333333,3.0218328246510445e-05,0.3674684281490101
0.727083333174,0.620666666667,75.64492086336749,0.7333095971211359
0.970250000159,0.986270833333,7.082775487693926e-05,0.015546118391148767
0.92175,0.9021875,3.2420262767694,0.2971586083022348
0.92083333381,0.887395833333,9.683790704796046,0.23181496921023995
0.94083333381,0.876770833333,0.0017377144793401281,0.6288129486274905
0.87283333381,0.769125,3.2995839228373307,0.7516066526653729
0.951666666349,0.917875,0.01390749222670846,0.5008924822634563
0.964583333492,0.946,0.0013018241548086143,0.3124961882105147
0.953833333492,0.910104166667,2.047053348520398e-05,0.5110112028265296
0.95658333381,0.9468125,0.18902502712736982,0.1437910617392517
0.920999999682,0.888479166667,1.246931547434495,0.5018285220307012
0.928916666508,0.847479166667,0.001002662909034057,0.7012710060074084
0.911583333492,0.770708333333,0.1458028421199659,0.7945625459811549
0.913750000159,0.874166666667,2.293828370938454,0.5410970071941745
0.910416666826,0.8648125,6.004195766838974,0.5047225167634241
0.964750000159,0.945666666667,0.0018769250345032557,0.3215952005413136
0.940166666985,0.872520833333,0.0003769803275328406,0.6343808968166217
0.932666667144,0.907270833333,1.8240505988644942,0.3101485878694991
0.899083333174,0.821416666667,2.6269636395089737,0.6902274675528841
0.971666666508,0.968604166667,3.598877865461945e-05,0.1492813855862023
0.929583332856,0.83475,0.00010959485447382295,0.7153474353401156
0.964250000159,0.945145833333,0.0002545130725045469,0.31673050856090285
0.964666666826,0.942354166667,0.0009946182722878748,0.352693851738729
0.958166667144,0.93025,0.0022754191840279898,0.42599926914570335
0.912750000318,0.8828125,7.229133319840823,0.3627400264517016
0.880083332856,0.802625,61.06975919075358,0.43101404140722305
0.937583333333,0.885,0.038476893538853134,0.6265200921419103
0.961500000159,0.953833333333,0.04884582899681282,0.17957171690983556
0.874750000318,0.841083333333,49.07302564930276,0.23707929506537317
0.0995,0.372958333333,66.13310752006184,0.16770422443998
0.941666666985,0.917125,0.4450716816808178,0.3777543131512953
0.89675,0.766854166667,12.54568084634011,0.7065788486370724
0.960416667144,0.939083333333,0.0055276563088369575,0.3650352297206297
0.93566666619,0.877625,0.029200429277123227,0.6509887925415234
0.926083333174,0.829208333333,0.0001841822924958202,0.7231259010929344
0.928583332856,0.841854166667,0.018675756768663954,0.7263528064469676
0.922083333174,0.849833333333,2.3362372254662938,0.6287858206080553
0.940249999523,0.873541666667,0.00032756668268145076,0.6304899053483324
0.0995,0.0985208333333,0.003728553037757931,0.7711051873888196
0.970833333492,0.989,0.00020153878329461287,0.004976717404004827
0.889499999523,0.804020833333,37.7053520591421,0.5189399118099843
0.969416666508,0.984958333333,1.2217926427426749e-05,0.025857413495105598
0.939166666985,0.906125,0.37014221839690886,0.4690463968716059
0.97291666619,0.976520833333,0.00024285543016592888,0.08445153201503564
0.912333333174,0.909270833333,3.038224348372312,0.1899043251842807
0.830666666508,0.832395833333,58.44917813432449,0.28040798783254867
0.932666666508,0.848083333333,0.0017949752222753447,0.6940203838920107
0.955416666826,0.912125,0.0002803580781052548,0.5045587026905053
0.881250000159,0.741208333333,3.678664941306242,0.7753241713760315
0.945416667144,0.940270833333,0.954164517416312,0.011622055600068926
0.925083332856,0.817270833333,0.0003699269593954105,0.7387197101282438
0.899083333015,0.838604166667,15.59103892281174,0.5319183759827267
0.952416666667,0.919333333333,0.002895579827922529,0.4877966134329008
0.929999999523,0.889291666667,2.7459626855147015,0.42702187389287866
0.784833333333,0.64125,18.47812271498029,0.7910704239239554
0.952999999682,0.916666666667,0.0006046994982153485,0.4858402442934699
0.92958333381,0.89625,0.5780135207902051,0.50623885918078
0.915166667144,0.8431875,3.5182039322245173,0.6351015816893718
0.967916667144,0.981229166667,0.0017492548526176544,0.035435628883706195
0.955916666349,0.935729166667,0.02811217577426777,0.3746466118252403
0.0995,0.0985208333333,0.000501704829898545,0.4298327889360038
0.911666667144,0.831791666667,2.168716639712371,0.6736549244810583
0.900333333333,0.853270833333,9.55673608116213,0.522604768540738
0.969083333174,0.979645833333,3.3991298025053516e-05,0.06499180321845888
0.959166666826,0.926,9.366131883910476e-05,0.43315220384460906
0.833166666826,0.786645833333,61.97204436396124,0.4963045600797338
0.945166666826,0.89025,0.0001335574829489669,0.592898835562518
0.954750000477,0.919,2.2105967679260126e-05,0.4703627980067817
0.949333333174,0.905083333333,0.004869375467065481,0.5570470655925002
0.777916666826,0.806520833333,79.85664646846696,0.3213010314774734
0.860749999682,0.766395833333,70.44839272361457,0.515139893653367
0.968666666826,0.955958333333,0.0002798551762711835,0.244938455981392
0.962916666508,0.94425,0.0018247474585303175,0.3405121067202411
0.955500000477,0.922729166667,0.002069975648224964,0.46456023580765415
0.925916666985,0.9081875,0.6275194017931375,0.4258452412833289
0.969833333492,0.969625,0.0034195275545857396,0.1175791087450941
0.965000000159,0.943916666667,0.00019473661585365948,0.32707189640583895
0.927416666508,0.8319375,0.00892726831213896,0.731666505169934
0.954999999682,0.929333333333,0.013330717901337124,0.4352588352775659
0.909833333651,0.815854166667,5.165408933414219,0.6787929672820447
0.965166667144,0.948145833333,0.0019683075248430114,0.3150319362270021
0.966583333492,0.950083333333,1.606377909881688e-05,0.27927978972797124
0.941750000477,0.903979166667,0.1888421723920256,0.5252316464500733
0.940416666349,0.906916666667,0.27604097952621864,0.4802726842893812
0.939750000318,0.861666666667,5.073273899321835e-05,0.66351360351901
0.928166667144,0.846333333333,0.00010140214977755681,0.6956302770216382
0.920500000318,0.8591875,1.3840583714321648,0.6271398373132118
0.967583333492,0.973708333333,0.009408100044811935,0.056910817617273596
0.930249999523,0.865125,0.29515625731579037,0.6609150789355489
