ResNet0,0.0333514254247,0.995833333333
ResNet1,0.0498266948346,0.994166666667
ResNet2,0.0497625223157,0.994
ResNet3,0.0573367338411,0.991833333333
ResNet4,0.0436654396972,0.993666666667
ResNet5,0.0413450403728,0.993666666667
ResNet6,0.0495634046503,0.993166666667
ResNet7,0.0507938919759,0.993333333333
ResNet8,0.0363517021071,0.995
ResNet9,0.0569890915983,0.9935
vggMnist0,0.0360160097016,0.994833333333
vggMnist1,0.0412705540533,0.993499999682
vggMnist2,0.0375849781471,0.993333332856
vggMnist3,0.0426210360935,0.99316666619
vggMnist4,0.0299343760639,0.995
vggMnist5,0.0351763390939,0.9935
vggMnist6,0.0468225452543,0.99216666619
vggMnist7,0.0386253080614,0.992999999523
vggMnist8,0.0338982451801,0.993333333015
vggMnist9,0.0232930994021,0.9955
