training error,validation error,lambda,dropout prob
0.964,0.951895833333,0.12248294066864764,0.23744345919356322
0.970083333015,0.969520833333,0.007059342279874903,0.12704606722521092
0.663000000318,0.5753125,0.0003684810262480671,0.7164924506549922
0.960999999841,0.9340625,0.011343129264216122,0.37160510480118103
0.187916666667,0.179375,95.8670392745399,0.79182423669298
0.968750000477,0.968166666667,0.000211303559114834,0.13190582593721187
0.0995,0.0985208333333,0.000191933766979158,0.6417873464042234
0.951666666826,0.9324375,12.935131106652472,0.22085992805437132
0.956249999682,0.917729166667,3.1257572296296374e-05,0.4241854226769484
0.309999999841,0.288,1.3640255965891745,0.7914563867599407
0.106083333353,0.2658125,2.273680695136152e-05,0.7952611530569631
0.931166666985,0.850416666667,1.6759886595245275e-05,0.5910933190238314
0.938666666349,0.8901875,7.391770913088014,0.4906496200270704
0.553166666667,0.451916666667,0.0006469309512171275,0.7482067274088302
0.73666666619,0.60675,0.02134583778431814,0.7239036471276719
0.0995,0.0985208333333,7.617111507003571e-05,0.7360874805451306
0.955333333492,0.96025,6.863376577437644,0.017906271255418018
0.94725,0.90775,83.26663897153477,0.21915002269279393
0.848999999682,0.712145833333,0.0021131043749734388,0.668514715954478
0.956750000477,0.9270625,0.036446752316442455,0.4114959756652832
0.517583333333,0.514,27.132418695251307,0.6423448752016646
0.964000000159,0.988354166667,0.00221330635009682,0.0002726272737782587
0.960500000159,0.933875,1.6847043532313503e-05,0.3353400635830907
0.947583333333,0.9544375,2.911969871212588,0.11169917385729083
0.57375,0.424958333333,2.8510883884333973,0.7210569541781745
0.0995,0.0985208333333,0.2613432165991582,0.7825091576668524
0.970166666508,0.9705,1.6597267496760413e-05,0.10827931767655477
0.744750000318,0.859,69.27035802277885,0.47805620720169817
0.663416667144,0.746770833333,96.25904909229898,0.5310389448582509
0.203666666587,0.2111875,88.34660073638581,0.7051965525457923
0.972333333492,0.967854166667,1.0181468138251474e-05,0.1322559271356658
0.944916666826,0.899104166667,0.7204267407804248,0.5035953745757937
0.942333333015,0.944583333333,30.36725517339883,0.03430063811690065
0.961916666508,0.9419375,0.32940891684917595,0.29711059856522065
0.962583333174,0.939041666667,1.1620804314199203e-05,0.31876472699721364
