loss,val_loss,acc,val_acc,itr
0.33851406901,0.0687057817645,0.9832407407407407,0.9800925925925926,1
0.0912540419345,0.0516678187982,0.988912037037037,0.9859259259259259,2
0.064934203891,0.0371527546948,0.9923842592592592,0.9892592592592593,3
0.0507363250438,0.0383186515393,0.9932638888888888,0.99,4
0.045859317287,0.0335758728689,0.9948148148148148,0.9909259259259259,5
0.0398000964115,0.036933725041,0.9949768518518518,0.9896296296296296,6
0.0368120841944,0.0287964013067,0.9964351851851851,0.9912962962962963,7
0.0317774371192,0.0291420670102,0.9971527777777778,0.9918518518518519,8
0.0274567173715,0.0390188189946,0.9962268518518519,0.9896296296296296,9
0.0284927670944,0.0360928636065,0.9976388888888889,0.9909259259259259,10
0.0275024897207,0.0355509813309,0.9967361111111112,0.989537037037037,11
0.0229514220871,0.0313780537255,0.9981018518518519,0.9921296296296296,12
0.0211034699674,0.032241177002,0.9987268518518518,0.9926851851851852,13
0.019716505875,0.0313838716483,0.9980324074074074,0.9925925925925926,14
0.0225138590945,0.0373652292191,0.9980787037037037,0.991574074074074,15
0.0195828294907,0.0307573872272,0.9990740740740741,0.9923148148148148,16
0.0206271993195,0.031309109901,0.9993518518518518,0.9928703703703704,17
0.0183039739893,0.032974721793,0.9990277777777777,0.9925925925925926,18
0.0179578102316,0.0285945910961,0.9993287037037037,0.9930555555555556,19
0.0177232884682,0.035752742109,0.9990740740740741,0.9914814814814815,20
0.0145223892876,0.0326350030834,0.999375,0.9928703703703704,21
0.0153623562777,0.0431083750064,0.9993055555555556,0.9912962962962963,22
0.0164599586865,0.0311944814817,0.9993518518518518,0.9926851851851852,23
0.013898142238,0.0320459824193,0.9994675925925925,0.9931481481481481,24
0.0157375142761,0.0370925548721,0.9996296296296296,0.9924074074074074,25
0.0145205328673,0.0311788301981,0.9995833333333334,0.9929629629629629,26
0.0180432126993,0.0327982979794,0.9994444444444445,0.9924074074074074,27
0.0164425224494,0.0360618647293,0.9992361111111111,0.9925,28
0.0151618684599,0.0412694577041,0.9990277777777777,0.9912962962962963,29
0.0122545511011,0.0349926070956,0.9996990740740741,0.9931481481481481,30
0.0136059641103,0.0350477532336,0.9994444444444445,0.9929629629629629,31
0.011638829117,0.0300162599429,0.9998148148148148,0.9933333333333333,32
0.00942061340779,0.0353219205948,0.9996759259259259,0.9932407407407408,33
0.0121735553558,0.0333145269919,0.9997453703703704,0.9935185185185185,34
0.0117461519496,0.0379762062859,0.9996759259259259,0.9925925925925926,35
0.0131931768022,0.0322113380853,0.9997453703703704,0.9930555555555556,36
0.0118398644468,0.0315620262435,0.999837962962963,0.9937962962962963,37
0.0115498254914,0.0304040100871,0.999837962962963,0.9937037037037038,38
0.00968624818623,0.0377898506565,0.9997685185185186,0.9925925925925926,39
0.016992775528,0.042266265754,0.9995833333333334,0.992037037037037,40
