loss,val_loss,acc,val_acc,itr
0.599244945491,0.0982377914367,0.817962963051,0.969722222311,1
0.125486383405,0.0578144239607,0.961296296385,0.983333333245,2
0.0873353042978,0.0440459575808,0.972199074162,0.987037036949,3
0.0674808980249,0.0405190407236,0.979259259171,0.98935185194,4
0.0546533746521,0.0353129956595,0.982569444444,0.990092592593,5
0.0484445122243,0.0345086204454,0.985162037125,0.990277777866,6
0.0422627703404,0.0347705554576,0.986203703792,0.990740740741,7
0.0376872335761,0.0353136768965,0.98773148157,0.990185185185,8
0.0354080991613,0.0386229876512,0.987685185097,0.990185185273,9
0.0327003238088,0.0340502250995,0.989884259171,0.990740740741,10
0.0288840152199,0.0306729090048,0.990740740652,0.991944444444,11
0.0288300575233,0.0305689630244,0.990810185273,0.991944444444,12
0.0283330931101,0.0328882092031,0.990879629718,0.992314814815,13
0.0253622597152,0.0327138035275,0.991712962963,0.991296296296,14
0.0217722239056,0.0322773817954,0.992800925926,0.99212962963,15
0.0211507741555,0.0344198517536,0.992523148236,0.992037037037,16
0.0215824324072,0.0336298838672,0.992847222222,0.992407407407,17
0.0204199308557,0.0335815670231,0.993009259171,0.991851851852,18
0.0190059282182,0.0341183600989,0.99337962963,0.992222222222,19
0.0193943142139,0.0379551764805,0.993773148236,0.991481481481,20
0.0193468748785,0.0308298793187,0.993402777866,0.993148148148,21
0.0190754944121,0.0303372490834,0.994004629718,0.993240740741,22
0.0136362097392,0.0384016232689,0.995277777689,0.991666666667,23
0.0159616352767,0.0449176628895,0.99462962963,0.991481481481,24
0.0156868843969,0.0337124913786,0.994837962963,0.992962962963,25
0.0129654632945,0.0327450015561,0.995740740741,0.993055555556,26
0.0141996696077,0.0322712945828,0.995509259259,0.993240740741,27
0.013421524695,0.0382699806036,0.995671296208,0.99212962963,28
0.0118121779895,0.0364545262322,0.996134259348,0.992777777778,29
0.0100711422132,0.0400849113006,0.996342592504,0.992685185185,30
0.014445144204,0.0317752551743,0.995208333245,0.993703703704,31
0.0120103821358,0.0375068943782,0.996111111111,0.992685185185,32
0.0132026428736,0.0398792762351,0.995972222222,0.992129629718,33
0.0125999426516,0.0390503512419,0.995810185185,0.991666666667,34
0.0104837000539,0.038065632481,0.996458333333,0.993055555556,35
0.0117699784786,0.0377676123436,0.99601851843,0.992962962963,36
0.0114218873377,0.0388158302668,0.99601851843,0.992592592593,37
0.0125073138095,0.0393438431403,0.99587962963,0.991388888889,38
0.0108141726104,0.0417060096479,0.996157407407,0.992129629718,39
0.00838505292648,0.040251723457,0.996851851852,0.992685185185,40
0.010033846775,0.0375971861756,0.996550926014,0.992777777866,41
0.012463004094,0.0404881129645,0.996041666667,0.992407407407,42
0.0113877688395,0.0445196611622,0.996296296385,0.992222222222,43
0.00998028810339,0.0420554876755,0.996828703704,0.993333333333,44
0.00998036009518,0.0454092633752,0.996643518519,0.993148148148,45
0.00997147208405,0.0469608583187,0.996782407407,0.992592592593,46
0.010399242879,0.0454841430858,0.996689814815,0.991759259259,47
0.00864346198591,0.0377521719497,0.997199074074,0.993425925926,48
0.00976545613932,0.0365091027761,0.996967592593,0.993796296296,49
0.00863340907903,0.0411304077859,0.997291666578,0.993148148148,50
0.00823927203801,0.0413921238475,0.997685185185,0.993333333333,51
0.0120748041089,0.0380025183772,0.996412037125,0.993055555556,52
0.00879368810966,0.0407078628665,0.997083333333,0.992314814815,53
0.00859386571183,0.0365684827459,0.997106481393,0.992777777778,54
0.00809241760843,0.0438261909352,0.997199074162,0.991666666755,55
0.0082618717265,0.0421066367528,0.997314814815,0.993055555556,56
0.00878207858708,0.042072259237,0.997291666755,0.993518518519,57
0.00975037154578,0.0362611313761,0.996898148148,0.993240740741,58
0.00786785405024,0.0423637535827,0.997337962963,0.993796296296,59
0.00867543384648,0.0337336324685,0.997129629718,0.993425925926,60
0.00842278597402,0.0352017516367,0.997430555556,0.993611111199,61
0.00637080487082,0.0421223295452,0.997916666578,0.991944444533,62
0.00783693869603,0.0363695970545,0.997708333333,0.993148148148,63
0.00746696812295,0.0455841722419,0.997361111023,0.992592592593,64
0.00788921510559,0.0428575660033,0.997569444533,0.9925,65
0.00897667286939,0.0381136596465,0.997615740741,0.992685185185,66
0.00809924512011,0.0415503120747,0.997430555644,0.993240740741,67
0.00540984776836,0.0377493928557,0.998032407407,0.994259259259,68
0.00639734999839,0.0376804094372,0.997916666667,0.993333333333,69
0.00572820686719,0.0424924782204,0.998333333422,0.993240740741,70
0.00796244160682,0.0401080507993,0.997523148148,0.993888888889,71
0.00699566076157,0.038018372219,0.997824074074,0.993611111111,72
0.00612898848442,0.042008774288,0.997824074074,0.993611111111,73
0.00722941868361,0.0349503440798,0.997662037037,0.994351851852,74
0.00664902487528,0.0346131334071,0.997662037125,0.994166666667,75
0.00759670575356,0.0363668085162,0.9975,0.993518518519,76
0.00632818717012,0.0371376419706,0.997870370459,0.993703703704,77
0.00756340779484,0.0452437719742,0.99787037037,0.993611111111,78
0.00648595014662,0.0371844724054,0.997893518519,0.993518518519,79
0.00584115851644,0.0442778121098,0.998194444444,0.993333333333,80
0.00743039739457,0.0390402778442,0.997800925838,0.993703703704,81
0.00833045254173,0.0442805249759,0.997638888977,0.993796296296,82
0.00650065056747,0.0365649583727,0.997569444444,0.993611111111,83
0.00651302715244,0.037403846629,0.997731481481,0.993981481481,84
0.00614162326098,0.0433068756069,0.998125,0.993796296296,85
0.00859052402114,0.0377740122716,0.997453703792,0.993425925926,86
0.00602385543079,0.0430385486688,0.997893518519,0.992777777778,87
0.00549603667362,0.0424804407191,0.998125,0.993333333333,88
0.00732704217354,0.038536096327,0.997430555467,0.994166666667,89
0.00744059855154,0.0394722029284,0.997847222134,0.994074073986,90
0.00601676685408,0.0402647288533,0.998171296296,0.993240740741,91
0.00624645388032,0.0428396221871,0.998009259259,0.994351851852,92
0.00604303194749,0.0405765046045,0.998148148148,0.993611111111,93
0.00465147486325,0.0394990044984,0.998564814815,0.993425925926,94
0.00608881760953,0.0407228348388,0.998032407407,0.993703703704,95
0.00516029777051,0.0411012239924,0.998287037037,0.993425925926,96
0.00538380746203,0.0467585692331,0.998263888889,0.992777777866,97
0.00575331474133,0.0421113296639,0.998240740741,0.993611111111,98
0.00892288026653,0.043543829767,0.997199074074,0.993333333245,99
0.00625473024925,0.0453848267919,0.998217592681,0.994351851852,100
